ts,container,mem_mb,mem_pct,cpu_pct
1776544734,mft-ai-engine,580.3,64.76,0.77
1776544734,mft-onboarding-api,634.6,70.83,7.09
1776544734,mft-forwarder-service,550.6,61.45,1.14
1776544734,mft-config-service,588.2,65.65,8.97
1776544734,mft-api-gateway,13.9,0.06,2.51
1776544734,mft-edi-converter,215.8,24.09,4.17
1776544734,mft-dmz-proxy-internal,289.1,1.20,0.31
1776544734,mft-partner-portal,9.0,0.04,0.00
1776544734,mft-ui-service,9.3,0.04,0.10
1776544734,mft-ftp-web-ui,8.9,0.04,0.00
1776544734,mft-spire-agent,37.2,0.15,7.60
1776544734,mft-platform-sentinel,620.8,69.28,3.31
1776544734,mft-notification-service,495.6,55.32,1.08
1776544734,mft-gateway-service,770.0,85.94,7.53
1776544734,mft-as2-service,667.1,2.78,3.87
1776544734,mft-sftp-service,596.2,66.54,9.38
1776544734,mft-ftp-service,747.7,83.45,6.91
1776544734,mft-storage-manager,741.7,82.78,0.60
1776544734,mft-analytics-service,761.1,84.95,2.83
1776544734,mft-screening-service,724.3,80.84,0.61
1776544734,mft-ftp-web-service,709.1,79.14,0.64
1776544734,mft-keystore-manager,531.4,59.31,3.92
1776544734,mft-license-service,711.3,79.38,3.54
1776544734,mft-encryption-service,709.5,79.18,4.63
1776544734,mft-grafana,57.3,0.24,0.10
1776544734,mft-promtail,59.3,0.25,1.39
1776544734,mft-postgres,245.1,1.02,2.66
1776544734,mft-redis,10.2,0.04,0.94
1776544734,mft-rabbitmq,170.5,0.71,0.57
1776544734,mft-spire-server,35.6,0.15,0.33
1776544734,mft-prometheus,78.8,0.33,2.02
1776544734,mft-vault,195.1,0.81,0.53
1776544734,mft-loki,208.6,0.87,0.77
1776544734,mft-alertmanager,19.1,0.08,0.10
1776544734,mft-redpanda,181.9,0.76,0.23
1776544797,mft-ai-engine,580.7,64.81,0.34
1776544797,mft-onboarding-api,636.2,71.01,0.44
1776544797,mft-forwarder-service,551.3,61.53,0.42
1776544797,mft-config-service,589.1,65.75,0.33
1776544797,mft-api-gateway,13.9,0.06,1.50
1776544797,mft-edi-converter,215.8,24.09,0.05
1776544797,mft-dmz-proxy-internal,289.2,1.21,0.20
1776544797,mft-partner-portal,9.0,0.04,0.00
1776544797,mft-ui-service,9.3,0.04,0.00
1776544797,mft-ftp-web-ui,8.9,0.04,0.00
1776544797,mft-spire-agent,37.2,0.16,0.16
1776544797,mft-platform-sentinel,620.8,69.29,4.03
1776544797,mft-notification-service,496.6,55.43,0.14
1776544797,mft-gateway-service,770.1,85.95,0.20
1776544797,mft-as2-service,667.2,2.78,0.28
1776544797,mft-sftp-service,596.5,66.57,2.19
1776544797,mft-ftp-service,747.8,83.46,0.31
1776544797,mft-storage-manager,742.1,82.82,0.16
1776544797,mft-analytics-service,761.2,84.95,2.11
1776544797,mft-screening-service,724.4,80.85,0.27
1776544797,mft-ftp-web-service,709.1,79.15,0.25
1776544797,mft-keystore-manager,531.4,59.31,0.45
1776544797,mft-license-service,711.3,79.39,0.17
1776544797,mft-encryption-service,709.6,79.19,0.22
1776544797,mft-grafana,57.3,0.24,0.03
1776544797,mft-promtail,59.3,0.25,0.23
1776544797,mft-postgres,246.6,1.03,1.53
1776544797,mft-redis,10.2,0.04,0.31
1776544797,mft-rabbitmq,170.3,0.71,0.50
1776544797,mft-spire-server,35.7,0.15,0.18
1776544797,mft-prometheus,79.5,0.33,1.37
1776544797,mft-vault,195.1,0.81,0.22
1776544797,mft-loki,210.7,0.88,0.42
1776544797,mft-alertmanager,19.1,0.08,0.07
1776544797,mft-redpanda,181.9,0.76,0.16
1776544859,mft-ai-engine,581.1,64.86,1.11
1776544859,mft-onboarding-api,640.6,71.50,22.00
1776544859,mft-forwarder-service,552.0,61.60,2.19
1776544859,mft-config-service,589.8,65.83,29.93
1776544859,mft-api-gateway,13.9,0.06,2.44
1776544859,mft-edi-converter,215.8,24.09,0.99
1776544859,mft-dmz-proxy-internal,289.3,1.21,1.06
1776544859,mft-partner-portal,9.0,0.04,0.00
1776544859,mft-ui-service,9.3,0.04,0.15
1776544859,mft-ftp-web-ui,8.9,0.04,0.00
1776544859,mft-spire-agent,37.2,0.16,0.10
1776544859,mft-platform-sentinel,620.8,69.29,5.88
1776544859,mft-notification-service,497.5,55.52,8.47
1776544859,mft-gateway-service,770.4,85.98,6.97
1776544859,mft-as2-service,667.3,2.78,6.05
1776544859,mft-sftp-service,596.8,66.60,41.90
1776544859,mft-ftp-service,748.1,83.49,0.56
1776544859,mft-storage-manager,742.2,82.83,23.00
1776544859,mft-analytics-service,761.3,84.97,1.54
1776544859,mft-screening-service,724.5,80.86,0.63
1776544859,mft-ftp-web-service,709.3,79.16,0.88
1776544859,mft-keystore-manager,531.4,59.31,0.77
1776544859,mft-license-service,711.6,79.42,0.63
1776544859,mft-encryption-service,709.7,79.20,0.66
1776544859,mft-grafana,57.3,0.24,0.14
1776544859,mft-promtail,59.3,0.25,2.19
1776544859,mft-postgres,228.3,0.95,14.24
1776544859,mft-redis,10.2,0.04,0.90
1776544859,mft-rabbitmq,171.4,0.71,3.46
1776544859,mft-spire-server,35.8,0.15,1.91
1776544859,mft-prometheus,80.3,0.33,0.18
1776544859,mft-vault,195.1,0.81,0.80
1776544859,mft-loki,221.7,0.92,0.37
1776544859,mft-alertmanager,19.1,0.08,0.51
1776544859,mft-redpanda,181.9,0.76,0.40
1776544921,mft-ai-engine,583.2,65.09,11.69
1776544921,mft-onboarding-api,641.1,71.55,5.63
1776544921,mft-forwarder-service,552.5,61.67,0.45
1776544921,mft-config-service,590.6,65.91,7.28
1776544921,mft-api-gateway,13.9,0.06,2.04
1776544921,mft-edi-converter,215.8,24.09,3.65
1776544921,mft-dmz-proxy-internal,289.4,1.21,0.18
1776544921,mft-partner-portal,9.0,0.04,0.00
1776544921,mft-ui-service,9.3,0.04,0.03
1776544921,mft-ftp-web-ui,8.9,0.04,0.00
1776544921,mft-spire-agent,37.2,0.16,0.02
1776544921,mft-platform-sentinel,620.8,69.29,2.12
1776544921,mft-notification-service,498.4,55.62,0.23
1776544921,mft-gateway-service,770.5,85.99,6.23
1776544921,mft-as2-service,667.4,2.78,0.34
1776544921,mft-sftp-service,598.9,66.84,0.42
1776544921,mft-ftp-service,748.3,83.51,0.30
1776544921,mft-storage-manager,742.3,82.84,0.23
1776544921,mft-analytics-service,762.4,85.09,1.21
1776544921,mft-screening-service,724.5,80.86,0.38
1776544921,mft-ftp-web-service,709.4,79.17,5.22
1776544921,mft-keystore-manager,531.4,59.31,0.34
1776544921,mft-license-service,711.6,79.42,0.38
1776544921,mft-encryption-service,709.7,79.21,0.35
1776544921,mft-grafana,57.2,0.24,0.03
1776544921,mft-promtail,59.4,0.25,0.60
1776544921,mft-postgres,228.5,0.95,0.99
1776544921,mft-redis,10.2,0.04,0.49
1776544921,mft-rabbitmq,172.3,0.72,2.72
1776544921,mft-spire-server,35.8,0.15,0.06
1776544921,mft-prometheus,81.3,0.34,2.34
1776544921,mft-vault,195.1,0.81,8.61
1776544921,mft-loki,224.4,0.94,0.56
1776544921,mft-alertmanager,19.1,0.08,0.57
1776544921,mft-redpanda,181.9,0.76,0.18
1776544985,mft-ai-engine,584.7,65.25,0.45
1776544985,mft-onboarding-api,641.8,71.63,11.52
1776544985,mft-forwarder-service,553.1,61.74,3.27
1776544985,mft-config-service,590.8,65.94,2.77
1776544985,mft-api-gateway,13.6,0.06,0.87
1776544985,mft-edi-converter,215.8,24.09,0.07
1776544985,mft-dmz-proxy-internal,289.5,1.21,0.20
1776544985,mft-partner-portal,9.0,0.04,0.00
1776544985,mft-ui-service,9.3,0.04,0.03
1776544985,mft-ftp-web-ui,8.9,0.04,0.00
1776544985,mft-spire-agent,37.2,0.16,0.17
1776544985,mft-platform-sentinel,620.8,69.29,3.37
1776544985,mft-notification-service,498.9,55.68,0.41
1776544985,mft-gateway-service,770.5,86.00,0.87
1776544985,mft-as2-service,667.5,2.78,0.71
1776544985,mft-sftp-service,599.6,66.91,0.71
1776544985,mft-ftp-service,748.5,83.53,0.57
1776544985,mft-storage-manager,742.5,82.87,0.28
1776544985,mft-analytics-service,761.4,84.98,0.73
1776544985,mft-screening-service,724.5,80.86,0.24
1776544985,mft-ftp-web-service,709.5,79.18,0.46
1776544985,mft-keystore-manager,531.5,59.31,0.74
1776544985,mft-license-service,711.6,79.43,5.33
1776544985,mft-encryption-service,709.8,79.21,11.42
1776544985,mft-grafana,57.2,0.24,0.04
1776544985,mft-promtail,59.4,0.25,1.37
1776544985,mft-postgres,233.0,0.97,0.85
1776544985,mft-redis,10.2,0.04,0.94
1776544985,mft-rabbitmq,172.6,0.72,1.19
1776544985,mft-spire-server,35.8,0.15,0.43
1776544985,mft-prometheus,81.9,0.34,0.74
1776544985,mft-vault,195.2,0.81,0.43
1776544985,mft-loki,220.3,0.92,1.10
1776544985,mft-alertmanager,19.1,0.08,0.11
1776544985,mft-redpanda,181.9,0.76,0.36
1776545046,mft-ai-engine,585.6,65.36,0.43
1776545046,mft-onboarding-api,644.2,71.90,0.69
1776545046,mft-forwarder-service,553.4,61.77,0.49
1776545046,mft-config-service,597.0,66.62,0.47
1776545046,mft-api-gateway,13.8,0.06,0.10
1776545046,mft-edi-converter,215.9,24.09,0.07
1776545046,mft-dmz-proxy-internal,289.5,1.21,0.19
1776545046,mft-partner-portal,9.0,0.04,0.00
1776545046,mft-ui-service,9.3,0.04,0.00
1776545046,mft-ftp-web-ui,8.9,0.04,0.00
1776545046,mft-spire-agent,37.2,0.16,0.09
1776545046,mft-platform-sentinel,620.8,69.29,0.50
1776545046,mft-notification-service,501.3,55.95,2.63
1776545046,mft-gateway-service,770.6,86.01,0.35
1776545046,mft-as2-service,667.5,2.78,6.87
1776545046,mft-sftp-service,599.9,66.95,0.63
1776545046,mft-ftp-service,748.7,83.55,0.36
1776545046,mft-storage-manager,742.7,82.89,0.19
1776545046,mft-analytics-service,761.4,84.98,1.17
1776545046,mft-screening-service,724.6,80.87,3.45
1776545046,mft-ftp-web-service,709.5,79.19,1.28
1776545046,mft-keystore-manager,531.5,59.31,2.62
1776545046,mft-license-service,711.7,79.43,0.37
1776545046,mft-encryption-service,709.8,79.21,0.43
1776545046,mft-grafana,57.2,0.24,0.08
1776545046,mft-promtail,59.4,0.25,0.30
1776545046,mft-postgres,236.3,0.98,5.92
1776545046,mft-redis,10.2,0.04,0.31
1776545046,mft-rabbitmq,173.0,0.72,1.05
1776545046,mft-spire-server,35.8,0.15,0.00
1776545046,mft-prometheus,81.9,0.34,0.67
1776545046,mft-vault,195.3,0.81,0.36
1776545046,mft-loki,235.7,0.98,0.87
1776545046,mft-alertmanager,19.1,0.08,0.06
1776545046,mft-redpanda,181.9,0.76,0.38
1776545109,mft-ai-engine,592.9,66.17,3.64
1776545109,mft-onboarding-api,644.7,71.95,4.52
1776545109,mft-forwarder-service,553.9,61.82,0.77
1776545109,mft-config-service,597.3,66.66,1.00
1776545109,mft-api-gateway,13.9,0.06,0.48
1776545109,mft-edi-converter,217.1,24.23,0.41
1776545109,mft-dmz-proxy-internal,289.7,1.21,2.95
1776545109,mft-partner-portal,9.0,0.04,0.00
1776545109,mft-ui-service,9.3,0.04,0.00
1776545109,mft-ftp-web-ui,8.9,0.04,0.00
1776545109,mft-spire-agent,37.2,0.16,0.05
1776545109,mft-platform-sentinel,620.9,69.29,0.64
1776545109,mft-notification-service,502.2,56.05,0.69
1776545109,mft-gateway-service,770.7,86.01,13.46
1776545109,mft-as2-service,667.6,2.78,0.41
1776545109,mft-sftp-service,600.3,67.00,2.32
1776545109,mft-ftp-service,748.7,83.56,4.77
1776545109,mft-storage-manager,742.8,82.91,0.20
1776545109,mft-analytics-service,761.5,84.98,0.95
1776545109,mft-screening-service,724.6,80.87,0.35
1776545109,mft-ftp-web-service,709.6,79.20,0.49
1776545109,mft-keystore-manager,531.5,59.31,2.72
1776545109,mft-license-service,711.7,79.43,0.42
1776545109,mft-encryption-service,709.8,79.22,9.74
1776545109,mft-grafana,57.2,0.24,1.92
1776545109,mft-promtail,59.4,0.25,0.49
1776545109,mft-postgres,238.4,0.99,0.45
1776545109,mft-redis,10.2,0.04,1.91
1776545109,mft-rabbitmq,171.9,0.72,2.52
1776545109,mft-spire-server,35.8,0.15,0.88
1776545109,mft-prometheus,79.6,0.33,3.35
1776545109,mft-vault,195.4,0.81,1.01
1776545109,mft-loki,254.0,1.06,0.26
1776545109,mft-alertmanager,19.1,0.08,0.05
1776545109,mft-redpanda,181.9,0.76,0.19
1776545171,mft-ai-engine,593.1,66.19,4.04
1776545171,mft-onboarding-api,645.6,72.05,1.36
1776545171,mft-forwarder-service,554.3,61.87,0.55
1776545171,mft-config-service,597.5,66.69,0.69
1776545171,mft-api-gateway,13.9,0.06,0.00
1776545171,mft-edi-converter,217.1,24.24,0.09
1776545171,mft-dmz-proxy-internal,289.7,1.21,0.27
1776545171,mft-partner-portal,9.0,0.04,0.00
1776545171,mft-ui-service,9.3,0.04,0.00
1776545171,mft-ftp-web-ui,8.9,0.04,0.00
1776545171,mft-spire-agent,37.2,0.16,0.20
1776545171,mft-platform-sentinel,620.9,69.29,0.40
1776545171,mft-notification-service,502.9,56.13,1.56
1776545171,mft-gateway-service,770.7,86.02,0.35
1776545171,mft-as2-service,667.7,2.78,0.47
1776545171,mft-sftp-service,600.5,67.02,3.98
1776545171,mft-ftp-service,748.8,83.57,0.47
1776545171,mft-storage-manager,743.1,82.94,3.57
1776545171,mft-analytics-service,761.5,84.98,0.56
1776545171,mft-screening-service,724.6,80.87,0.44
1776545171,mft-ftp-web-service,709.6,79.20,1.97
1776545171,mft-keystore-manager,541.0,60.38,0.82
1776545171,mft-license-service,711.7,79.43,0.61
1776545171,mft-encryption-service,709.8,79.22,0.76
1776545171,mft-grafana,57.2,0.24,0.17
1776545171,mft-promtail,59.4,0.25,0.26
1776545171,mft-postgres,241.7,1.01,0.91
1776545171,mft-redis,10.2,0.04,0.56
1776545171,mft-rabbitmq,172.8,0.72,1.90
1776545171,mft-spire-server,35.8,0.15,0.83
1776545171,mft-prometheus,80.5,0.34,2.24
1776545171,mft-vault,195.4,0.81,0.44
1776545171,mft-loki,254.8,1.06,1.14
1776545171,mft-alertmanager,19.1,0.08,0.07
1776545171,mft-redpanda,181.9,0.76,20.12
1776545234,mft-ai-engine,593.5,66.24,0.66
1776545234,mft-onboarding-api,646.9,72.20,2.88
1776545234,mft-forwarder-service,554.8,61.92,3.63
1776545234,mft-config-service,599.2,66.88,3.30
1776545234,mft-api-gateway,13.8,0.06,1.06
1776545234,mft-edi-converter,217.2,24.24,2.29
1776545234,mft-dmz-proxy-internal,289.7,1.21,0.15
1776545234,mft-partner-portal,9.0,0.04,0.00
1776545234,mft-ui-service,9.3,0.04,0.00
1776545234,mft-ftp-web-ui,8.9,0.04,0.00
1776545234,mft-spire-agent,37.2,0.16,0.26
1776545234,mft-platform-sentinel,620.9,69.29,0.53
1776545234,mft-notification-service,503.4,56.18,0.43
1776545234,mft-gateway-service,770.8,86.03,2.53
1776545234,mft-as2-service,667.8,2.78,0.64
1776545234,mft-sftp-service,600.6,67.03,0.49
1776545234,mft-ftp-service,749.7,83.67,0.37
1776545234,mft-storage-manager,743.4,82.97,6.42
1776545234,mft-analytics-service,761.5,84.98,1.68
1776545234,mft-screening-service,724.6,80.87,0.29
1776545234,mft-ftp-web-service,709.7,79.21,0.40
1776545234,mft-keystore-manager,541.0,60.38,0.49
1776545234,mft-license-service,711.8,79.44,0.28
1776545234,mft-encryption-service,709.8,79.22,0.37
1776545234,mft-grafana,57.1,0.24,0.08
1776545234,mft-promtail,59.4,0.25,0.68
1776545234,mft-postgres,244.9,1.02,1.11
1776545234,mft-redis,10.2,0.04,0.92
1776545234,mft-rabbitmq,172.4,0.72,2.01
1776545234,mft-spire-server,35.5,0.15,14.01
1776545234,mft-prometheus,80.5,0.34,1.27
1776545234,mft-vault,195.6,0.82,0.41
1776545234,mft-loki,247.3,1.03,1.15
1776545234,mft-alertmanager,19.1,0.08,0.05
1776545234,mft-redpanda,181.9,0.76,13.90
1776545296,mft-ai-engine,594.0,66.30,0.57
1776545296,mft-onboarding-api,648.2,72.34,5.57
1776545296,mft-forwarder-service,555.3,61.98,0.40
1776545296,mft-config-service,611.9,68.29,0.23
1776545296,mft-api-gateway,13.8,0.06,0.45
1776545296,mft-edi-converter,217.2,24.24,0.07
1776545296,mft-dmz-proxy-internal,289.8,1.21,0.17
1776545296,mft-partner-portal,9.0,0.04,0.00
1776545296,mft-ui-service,9.3,0.04,0.00
1776545296,mft-ftp-web-ui,8.9,0.04,0.00
1776545296,mft-spire-agent,37.2,0.16,0.02
1776545296,mft-platform-sentinel,620.9,69.29,0.42
1776545296,mft-notification-service,504.0,56.25,0.97
1776545296,mft-gateway-service,770.8,86.03,1.30
1776545296,mft-as2-service,667.9,2.78,0.66
1776545296,mft-sftp-service,600.8,67.05,3.83
1776545296,mft-ftp-service,749.8,83.68,4.18
1776545296,mft-storage-manager,743.9,83.03,4.31
1776545296,mft-analytics-service,761.5,84.99,0.27
1776545296,mft-screening-service,724.6,80.87,0.41
1776545296,mft-ftp-web-service,709.7,79.21,6.05
1776545296,mft-keystore-manager,541.0,60.38,0.36
1776545296,mft-license-service,711.9,79.45,0.31
1776545296,mft-encryption-service,709.9,79.23,0.29
1776545296,mft-grafana,57.1,0.24,0.08
1776545296,mft-promtail,59.4,0.25,1.04
1776545296,mft-postgres,227.9,0.95,3.52
1776545296,mft-redis,10.2,0.04,0.45
1776545296,mft-rabbitmq,174.6,0.73,3.52
1776545296,mft-spire-server,35.5,0.15,0.01
1776545296,mft-prometheus,80.5,0.34,0.70
1776545296,mft-vault,195.7,0.82,0.27
1776545296,mft-loki,250.4,1.04,0.57
1776545296,mft-alertmanager,19.0,0.08,0.04
1776545296,mft-redpanda,181.9,0.76,0.12
1776545358,mft-ai-engine,594.7,66.37,0.63
1776545358,mft-onboarding-api,649.3,72.47,2.11
1776545358,mft-forwarder-service,555.6,62.01,11.15
1776545358,mft-config-service,612.1,68.31,1.83
1776545358,mft-api-gateway,13.8,0.06,1.09
1776545358,mft-edi-converter,217.2,24.24,0.08
1776545358,mft-dmz-proxy-internal,289.8,1.21,0.53
1776545358,mft-partner-portal,9.0,0.04,0.00
1776545358,mft-ui-service,9.3,0.04,0.04
1776545358,mft-ftp-web-ui,8.9,0.04,0.00
1776545358,mft-spire-agent,37.2,0.16,0.15
1776545358,mft-platform-sentinel,620.9,69.29,3.79
1776545358,mft-notification-service,504.5,56.31,0.59
1776545358,mft-gateway-service,770.9,86.04,0.20
1776545358,mft-as2-service,668.0,2.78,0.47
1776545358,mft-sftp-service,601.2,67.10,0.56
1776545358,mft-ftp-service,749.9,83.70,4.63
1776545358,mft-storage-manager,744.2,83.06,0.56
1776545358,mft-analytics-service,761.5,84.99,0.30
1776545358,mft-screening-service,724.7,80.88,0.26
1776545358,mft-ftp-web-service,709.8,79.22,0.56
1776545358,mft-keystore-manager,541.0,60.38,0.28
1776545358,mft-license-service,711.9,79.45,0.23
1776545358,mft-encryption-service,709.9,79.23,0.56
1776545358,mft-grafana,57.1,0.24,0.73
1776545358,mft-promtail,59.5,0.25,0.65
1776545358,mft-postgres,236.6,0.99,1.13
1776545358,mft-redis,10.2,0.04,0.67
1776545358,mft-rabbitmq,173.0,0.72,0.68
1776545358,mft-spire-server,35.5,0.15,0.39
1776545358,mft-prometheus,80.5,0.34,1.76
1776545358,mft-vault,195.7,0.82,0.57
1776545358,mft-loki,251.6,1.05,0.84
1776545358,mft-alertmanager,19.1,0.08,1.09
1776545358,mft-redpanda,181.9,0.76,0.22
1776545421,mft-ai-engine,609.0,67.97,0.52
1776545421,mft-onboarding-api,649.8,72.52,2.09
1776545421,mft-forwarder-service,556.1,62.06,0.46
1776545421,mft-config-service,613.4,68.46,0.50
1776545421,mft-api-gateway,13.7,0.06,0.22
1776545421,mft-edi-converter,217.2,24.24,0.13
1776545421,mft-dmz-proxy-internal,289.9,1.21,0.21
1776545421,mft-partner-portal,9.0,0.04,0.00
1776545421,mft-ui-service,9.3,0.04,0.00
1776545421,mft-ftp-web-ui,8.9,0.04,0.00
1776545421,mft-spire-agent,37.3,0.16,4.02
1776545421,mft-platform-sentinel,620.9,69.29,0.40
1776545421,mft-notification-service,505.0,56.36,0.36
1776545421,mft-gateway-service,770.9,86.04,0.32
1776545421,mft-as2-service,668.0,2.78,0.41
1776545421,mft-sftp-service,601.3,67.11,3.45
1776545421,mft-ftp-service,750.0,83.71,0.39
1776545421,mft-storage-manager,744.4,83.08,0.25
1776545421,mft-analytics-service,761.5,84.99,0.34
1776545421,mft-screening-service,724.7,80.88,4.27
1776545421,mft-ftp-web-service,709.9,79.23,3.20
1776545421,mft-keystore-manager,541.0,60.38,0.62
1776545421,mft-license-service,711.9,79.46,0.24
1776545421,mft-encryption-service,709.9,79.23,0.41
1776545421,mft-grafana,57.1,0.24,0.08
1776545421,mft-promtail,59.5,0.25,0.47
1776545421,mft-postgres,240.9,1.00,0.67
1776545421,mft-redis,10.2,0.04,1.61
1776545421,mft-rabbitmq,172.0,0.72,0.96
1776545421,mft-spire-server,35.5,0.15,0.00
1776545421,mft-prometheus,80.7,0.34,0.52
1776545421,mft-vault,195.7,0.82,0.45
1776545421,mft-loki,251.6,1.05,0.43
1776545421,mft-alertmanager,19.1,0.08,0.07
1776545421,mft-redpanda,181.9,0.76,0.24
1776545483,mft-ai-engine,609.2,68.00,0.33
1776545483,mft-onboarding-api,650.0,72.55,6.97
1776545483,mft-forwarder-service,556.4,62.09,0.39
1776545483,mft-config-service,613.5,68.47,9.07
1776545483,mft-api-gateway,13.7,0.06,3.01
1776545483,mft-edi-converter,217.2,24.24,0.04
1776545483,mft-dmz-proxy-internal,289.9,1.21,0.13
1776545483,mft-partner-portal,9.0,0.04,1.62
1776545483,mft-ui-service,9.3,0.04,2.17
1776545483,mft-ftp-web-ui,8.9,0.04,0.00
1776545483,mft-spire-agent,37.2,0.16,0.02
1776545483,mft-platform-sentinel,620.9,69.29,0.28
1776545483,mft-notification-service,506.3,56.51,2.82
1776545483,mft-gateway-service,770.9,86.04,3.23
1776545483,mft-as2-service,668.1,2.78,0.59
1776545483,mft-sftp-service,601.5,67.13,5.82
